Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Short,30,25719.00,25696.50,11/6/2025 10:34:00 AM,11/6/2025 10:34:00 AM,EMA_Short,Profit target,$1293.00,$1293.00,$57.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1350.00,$57.00,1,
2,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Short,30,25581.00,25558.50,11/6/2025 11:19:00 AM,11/6/2025 11:19:00 AM,EMA_Short,Profit target,$1293.00,$2586.00,$57.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1350.00,$57.00,1,
3,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Long,30,25566.50,25559.00,11/6/2025 11:34:00 AM,11/6/2025 11:34:00 AM,EMA_Long,Stop loss,($507.00),$2079.00,$57.00,$0.00,$0.00,$0.00,$0.00,$450.00,$0.00,$507.00,1,
4,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Long,30,25571.25,25564.00,11/6/2025 11:35:00 AM,11/6/2025 11:35:00 AM,Momentum_Long,Stop loss,($492.00),$1587.00,$57.00,$0.00,$0.00,$0.00,$0.00,$435.00,$0.00,$492.00,1,
5,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Short,30,25555.25,25532.75,11/6/2025 11:36:00 AM,11/6/2025 11:36:00 AM,EMA_Short,Profit target,$1293.00,$2880.00,$57.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1350.00,$57.00,1,
6,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Long,30,25452.00,25474.50,12/12/2025 11:30:00 AM,12/12/2025 11:30:00 AM,EMA_Long,Profit target,$1293.00,$4173.00,$57.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1350.00,$57.00,1,
7,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Short,30,25349.50,25357.00,12/15/2025 10:41:00 AM,12/15/2025 10:42:00 AM,EMA_Short,Stop loss,($507.00),$3666.00,$57.00,$0.00,$0.00,$0.00,$0.00,$450.00,$1335.00,$1842.00,2,
8,MNQ MAR26,Backtest,FluxTrade_Hyperscalp,Long,30,25637.50,25660.00,1/16/2026 10:55:00 AM,1/16/2026 10:56:00 AM,EMA_Long,Profit target,$1293.00,$4959.00,$57.00,$0.00,$0.00,$0.00,$0.00,$435.00,$1350.00,$57.00,2,
